term,term_id
sw washington dc,516
washington dc 20204,517
dc 20204,518
8 1990,519
1990 amendments,520
fda published,521
proposed rules,522
january 6,523
january 6 1993,524
6 1993,525
conventional food,526
conventional food form,527
food form,528
ds act,529
final regulations,530
october 6,531
october 6 1992,532
6 1992,533
proposed regulations,534
fr 33700,535
6 months,536
july 5 1994,537
5 1994,538
economic hardship,539
food industry,540
final rule published,541
fr 33715,542
fr 33731,543
dietary supplements fda,544
supplements fda,545
month 6month,546
compliance date,547
fda received,548
consumer advocacy,549
advocacy organizations,550
health care,551
health care professionals,552
care professionals,553
trade associations,554
comments requested,555
nutrient content claim,556
content claim,557
18 months,558
month 6month compliance,559
6month compliance,560
6month compliance period,561
compliance period,562
comments stated,563
time allowed,564
comment requested,565
inventory disposal,566
85 percent,567
comment stated,568
cost estimate,569
20 million,570
1 percent,571
additional costs,572
extended period,573
food manufacturers,574
supplement manufacturers,575
agency agrees,576
dietary supplement manufacturers,577
1994 deadline,578
label inventory,579
disposal costs,580
food products,581
agency notes,582
approximately 2,583
2 percent,584
dietary supplement industry,585
supplement industry,586
12 months,587
40 percent,588
compliance cost,589
month 12month,590
50 percent,591
form fda,592
fda finds,593
agency concludes,594
agency intends,595
8 1994,596
health benefits,597
comments agreed,598
advance notice,599
health claims,600
exceed 100,601
100 million,602
major rule,603
executive order 12291,604
order 12291,605
agency disagrees,606
regulatory alternatives,607
comments objected,608
herbal products,609
amino acids,610
fda stated,611
nutrition label,612
products marketed,613
drug provisions,614
approximately 500,615
comment suggested,616
labeling provisions,617
significant amounts,618
agency believes,619
comments disagreed,620
administrative costs,621
administrative expenses,622
customer service,623
fda recognizes,624
research triangle,625
cost estimates,626
fda acknowledges,627
detailed information,628
year 1year,629
herbal dietary,630
bear nutrition,631
bear nutrition labeling,632
nutrition labeling requirements,633
labeling requirements,634
5 years,635
20 years,636
2 hours,637
ingredient list,638
rti study,639
comments provided,640
product labels,641
5 million,642
data submitted,643
regulatory impact,644
regulatory impact analysis,645
impact analysis,646
comments argued,647
finished product,648
approximately 30,649
30 percent,650
comments suggested,651
claims made,652
common practice,653
fda agrees,654
comments expressed,655
comments expressed concern,656
expressed concern,657
10 million,658
specific information,659
vast majority,660
adverse impact,661
labeling regulations,662
small firms,663
fda notes,664
act amendments,665
small businesses,666
regulations provide,667
health claim,668
provide information,669
healthy dietary,670
healthy dietary practices,671
dietary practices,672
scientifically valid,673
nutrition information,674
economic implications,675
order 12866 directs,676
12866 directs,677
12866 directs agencies,678
directs agencies,679
select regulatory,680
select regulatory approaches,681
regulatory approaches,682
maximize net,683
maximize net benefits,684
net benefits,685
potential economic,686
potential economic environmental,687
economic environmental,688
public health,689
safety effects,690
distributive impacts,691
flexibility act requires,692
act requires,693
agency certifies,694
environmental impact,695
human environment,696
environmental impact statement,697
impact statement,698
dockets management,699
dockets management branch,700
management branch,701
research triangle park,702
triangle park,703
st sw,704
st sw washington,705
nutrition labeling proposal,706
labeling proposal,707
act fda,708
section 411,709
nutrition labeling final,710
labeling final,711
labeling final rule,712
fr 2079,713
section 203,714
promulgate regulations,715
november 8 1993,716
recommended daily,717
final rule fda,718
rule fda,719
national academy,720
dietary allowances,721
local governments,722
comments addressed,723
comments supported,724
health professionals,725
reference values,726
chloride chromium,727
chloride chromium fluoride,728
chromium fluoride,729
chromium fluoride manganese,730
fluoride manganese,731
fluoride manganese molybdenum,732
manganese molybdenum,733
molybdenum selenium,734
comments pointed,735
scientific knowledge,736
human health,737
human nutrition,738
insignificant amounts,739
essential nutrient,740
fda established,741
fda proposed,742
trace elements,743
provide sufficient,744
sufficient evidence,745
1993 final,746
large number,747
public health significance,748
health significance,749
fda believes,750
agency points,751
nutrition labels,752
quantitative amounts,753
comments specifically,754
inform consumers,755
maintaining healthy,756
fda determines,757
fat saturated,758
fat saturated fat,759
saturated fat,760
dietary fiber,761
total daily,762
total daily diet,763
daily diet,764
percent daily,765
make clear,766
requested clarification,767
agency advises,768
product made,769
required nutrition,770
required nutrition information,771
serving size,772
fda concluded,773
readily observable,774
reference amounts,775
comment argued,776
proposed definition,777
reference amount,778
reference amount customarily,779
amount customarily,780
amount customarily consumed,781
customarily consumed,782
maximum amount,783
amount recommended,784
eating occasion,785
large part,786
agency requested,787
general principles,788
dietary supplements published,789
supplements published,790
agency proposed,791
mineral supplements,792
avoid confusion,793
minimum amount,794
principal display,795
principal display panel,796
display panel,797
agency received,798
agency stated,799
tentatively concluded,800
agency tentatively,801
agency tentatively concluded,802
quantitative amount,803
additional comment,804
adverse effects,805
vitamin b6,806
comment recommended,807
ingredient statement,808
addition fda,809
small amounts,810
1 mg,811
sample labels,812
section ii,813
alphabetical order,814
heart disease,815
scientific community,816
recommended dietary,817
tentatively concludes,818
enforcement action,819
manner consistent,820
type size,821
size requirements,822
expressed support,823
similar products,824
consumer confusion,825
source information,826
comments submitted,827
provide adequate,828
supporting information,829
label space,830
food label,831
reform efforts,832
petition submitted,833
high degree,834
single ingredient,835
mislead consumers,836
primary source,837
fully informed,838
safety concerns,839
data showing,840
information presented,841
current policy,842
august 2,843
action requested,844
current regulatory,845
regulatory scheme,846
technical amendments,847
actual amount,848
4 years,849
include information,850
total surface,851
total surface area,852
surface area,853
bear labeling,854
square inches,855
10 square,856
6 point,857
40 square,858
40 square inches,859
minimum type,860
minimum type size,861
supplement labels,862
manufacturers association,863
counter overthecounter,864
12 square,865
12 square inches,866
fda advises,867
intermediate sized,868
intermediate sized intermediatesized,869
sized intermediatesized,870
case case,871
case case casebycase,872
case casebycase,873
case casebycase basis,874
casebycase basis,875
primary container,876
conditions set,877
telephone number,878
nutrition claims,879
fda concludes,880
fda considers,881
agency concluded,882
december 6,883
quality standards,884
90 percent,885
previously discussed,886
cure mitigation,887
scientific evidence,888
legislative history,889
congress intended,890
agency explained,891
approximately 20,892
economic impact analysis,893
significant effect,894
environmental assessment,895
nutrition board,896
national research,897
research council,898
10th edition,899
life sciences,900
national academy press,901
academy press,902
june 3,903
authority delegated,904
drugs 21,905
drugs 21 cfr,906
secs 4,907
4 5,908
secs 201,909
403 409,910
409 701,911
343 348,912
revising paragraphs,913
3 section,914
table 2,915
food supply,916
product category,917
label statements,918
provide guidance,919
label statement,920
4 section,921
daily intake,922
pregnant women,923
technologically feasible,924
year 2year,925
2 years,926
implied nutrient,927
implied nutrient content,928
regulatory history,929
food labels,930
type required,931
56 fr,932
title ii,933
wide range,934
sources including,935
federal state,936
local government,937
government agencies,938
comments contended,939
legal authority,940
comments maintained,941
act states,942
human consumption,943
health related,944
health related healthrelated,945
related healthrelated,946
related healthrelated condition,947
healthrelated condition,948
fda disagrees,949
claim fda,950
higher levels,951
separate rulemaking,952
fr 2302,953
reference food,954
fat content,955
requested comment,956
cholesterol content,957
agency recognizes,958
50 grams,959
adding paragraph,960
claims fda,961
labeled food,962
similar food,963
sodium content,964
agency acknowledges,965
claims regulations,966
final regulation,967
comment maintained,968
potato chips,969
omega omega3,970
omega omega3 fatty,971
omega3 fatty,972
comments received,973
dietary intakes,974
fda intends,975
agency considers,976
balanced wellbalanced,977
scientific research,978
scientific agreement,979
specific requirements,980
higher level,981
20 percent,982
conventional foods,983
consumer education,984
urged fda,985
tentative view,986
250 mg,987
high levels,988
claims based,989
act prohibits,990
makes clear,991
limited circumstances,992
weight basis,993
analytical methods,994
added sugars,995
category include,996
60 mg,997
antioxidant vitamins,998
fda considered,999
cardiovascular disease,1000
sufficient time,1001
final action,1002
food fda,1003
drug products,1004
drug regulations,1005
single ingredient singleingredient,1006
ingredient singleingredient,1007
rulemaking process,1008
additional time,1009
comment noted,1010
short period,1011
folic acid,1012
naturally occurring,1013
color additives,1014
fda announced,1015
estimated annual,1016
dietary supplement proposal,1017
supplement proposal,1018
claim petition,1019
recordkeeping burden,1020
health claim petition,1021
national center,1022
labeling issues,1023
introductory text,1024
newly redesignated,1025
redesignated paragraph,1026
6 section,1027
7 section,1028
8 section,1029
house report,1030
significant scientific,1031
significant scientific agreement,1032
proposed health,1033
requirements pertaining,1034
health claims proposal,1035
claims proposal,1036
specific terms,1037
preliminary requirements,1038
scientific standard,1039
claims proposal fda,1040
proposal fda,1041
health claims final,1042
claims final,1043
issue final,1044
dietary supplement health,1045
supplement health,1046
supplement health claims,1047
regulatory approach,1048
consumer fraud,1049
scientific validity,1050
proposed policy,1051
adversely affected,1052
proposed provisions,1053
comments asserted,1054
coronary heart,1055
coronary heart disease,1056
grain products,1057
fortified foods,1058
authorize health,1059
authorize health claims,1060
decreased dietary,1061
decreased dietary levels,1062
dietary levels,1063
neural tube,1064
neural tube defects,1065
tube defects,1066
safety issues,1067
fruits vegetables,1068
comments noted,1069
fda explained,1070
reduced risk,1071
section iv,1072
cancer risk,1073
diets rich,1074
agency noted,1075
public health service,1076
health service,1077
spina bifida,1078
childbearing years,1079
general population,1080
potential effects,1081
potential risks,1082
advisory committee,1083
safety problems,1084
upper limit,1085
tentative conclusion,1086
food additive,1087
alternative approaches,1088
advisory committees,1089
scientific data,1090
peer review,1091
supporting documents,1092
120 days,1093
tentative decision,1094
limited resources,1095
drug abuse,1096
claim petitions,1097
generally recognized,1098
decisions made,1099
nutrient disease,1100
nutrient disease nutrientdisease,1101
disease nutrientdisease,1102
disease nutrientdisease relationship,1103
nutrientdisease relationship,1104
advisory panels,1105
great deal,1106
evidence supporting,1107
standing committee,1108
proposed health claim,1109
claims final rule,1110
studies conducted,1111
proposed approach,1112
lenient standard,1113
comment asserted,1114
proposed standard,1115
disease prevention,1116
qualified health,1117
potential benefits,1118
proposed revision,1119
drug labeling,1120
prescription drugs,1121
congressional record,1122
large amounts,1123
comment contended,1124
fr 2478,1125
preliminary claims,1126
wide variety,1127
related healthrelated conditions,1128
healthrelated conditions,1129
1993 fda,1130
birth defects,1131
proposed action,1132
stringent requirements,1133
advisory panel,1134
fda adopt,1135
additional information,1136
animal studies,1137
small percentage,1138
studies show,1139
trade commission,1140
cases involving,1141
unfair competition,1142
regulations promulgated,1143
dietary intake,1144
essential nutrients,1145
food additives,1146
section 9,1147
technical effect,1148
technical effect listed,1149
effect listed,1150
comments urged,1151
fatty acids,1152
maximum level,1153
cholesterol reducing,1154
cholesterol reducing cholesterolreducing,1155
reducing cholesterolreducing,1156
preliminary requirement,1157
general rule,1158
significantly higher,1159
high dose,1160
vitamin function,1161
high level,1162
written statements,1163
implied health,1164
detailed discussion,1165
task force,1166
requirements established,1167
proposed requirements,1168
taste aroma,1169
category includes,1170
potential health,1171
comments urged fda,1172
act defines,1173
general matter,1174
united states department,1175
states department,1176
relevant information,1177
safety requirements,1178
regulatory authorities,1179
quality control,1180
control measures,1181
july 2,1182
provide flexibility,1183
life threatening,1184
supporting evidence,1185
act section,1186
scientific studies,1187
risk reduction,1188
evidence submitted,1189
additional requirements,1190
general policy,1191
made aware,1192
food product,1193
model health,1194
otc drug,1195
drug product,1196
general provisions,1197
dietary guidelines,1198
medical attention,1199
significant adverse,1200
drug evaluation,1201
rockville md,1202
proposed regulation,1203
regulatory framework,1204
time limit,1205
product specific,1206
product specific productspecific,1207
specific productspecific,1208
ongoing basis,1209
court decisions,1210
scientific information,1211
strong interest,1212
cert denied,1213
constitutional rights,1214
commercial speech,1215
public service,1216
comment rulemaking,1217
supreme court,1218
court held,1219
puerto rico,1220
state bar,1221
bar association,1222
broad range,1223
public input,1224
impact statements,1225
previously considered,1226
environmental effects,1227
administration rm,1228
23 12420,1229
23 12420 parklawn,1230
12420 parklawn,1231
12420 parklawn dr,1232
parklawn dr,1233
parklawn dr rockville,1234
dr rockville,1235
dr rockville md,1236
rockville md 20857,1237
md 20857,1238
government printing,1239
government printing office,1240
printing office,1241
printing office washington,1242
office washington,1243
disease control,1244
drug administration 5600,1245
administration 5600,1246
administration 5600 fishers,1247
5600 fishers,1248
5600 fishers lane,1249
fishers lane,1250
fishers lane rockville,1251
lane rockville,1252
lane rockville md,1253
standards established,1254
september 1992,1255
childbearing age,1256
october 1992,1257
called socalled,1258
timely manner,1259
removing paragraph,1260
redesignating paragraphs,1261
spinal cord,1262
data show,1263
united kingdom,1264
neural tube defect,1265
tube defect,1266
1000 μ,1267
live births,1268
factors including,1269
increased risk,1270
adequate amounts,1271
citrus fruits,1272
dark green,1273
dark green leafy,1274
green leafy,1275
green leafy vegetables,1276
leafy vegetables,1277
enriched grain,1278
enriched grain products,1279
legumes enriched,1280
legumes enriched grain,1281
risk factors,1282
docket number,1283
taking action,1284
final determination,1285
omega3 fatty acids,1286
immune function,1287
notice published,1288
proposed change,1289
part iii,1290
threatened species,1291
sacramento river,1292
sacramento river winter,1293
river winter,1294
river winter run,1295
winter run,1296
winter run winterrun,1297
run winterrun,1298
run winterrun chinook,1299
winterrun chinook,1300
winterrun chinook salmon,1301
chinook salmon,1302
endangered species,1303
endangered species act,1304
species act,1305
adverse impacts,1306
protective measures,1307
southwest region,1308
protected species,1309
management division,1310
beach ca,1311
protected resources,1312
east west,1313
east west eastwest,1314
west eastwest,1315
west eastwest highway,1316
eastwest highway,1317
silver spring,1318
silver spring md,1319
spring md,1320
spring md 20910,1321
md 20910,1322
implementing regulations,1323
significant portion,1324
year 3year,1325
run size,1326
california department,1327
red bluff,1328
red bluff diversion,1329
bluff diversion,1330
bluff diversion dam,1331
diversion dam,1332
low level,1333
estimated run,1334
nmfs issued,1335
august 4,1336
4 1989,1337
nmfs published,1338
april 2,1339
information indicating,1340
public comment period,1341
regulations issued,1342
november 1990,1343
wildlife service,1344
conservation measures,1345
egg incubation,1346
upper sacramento,1347
upper sacramento river,1348
year class,1349
percent increase,1350
water temperatures,1351
fish passage,1352
keswick dam,1353
3 years,1354
10 years,1355
lower levels,1356
year time,1357
low levels,1358
nmfs believes,1359
central valley,1360
state water,1361
recent years,1362
recovery plan,1363
draft recovery,1364
draft recovery plan,1365
adult winter,1366
adult winter run,1367
continued existence,1368
biological opinion,1369
valley project,1370
measures contained,1371
prudent alternative,1372
acre feet,1373
october 1,1374
cubic feet,1375
temperature control,1376
march 1993,1377
february 1993,1378
juvenile winter,1379
juvenile winter run,1380
water resources,1381
cubic yards,1382
final report,1383
alternative methods,1384
dam gates,1385
november 1 1993,1386
substantially reduce,1387
evaluation studies,1388
existing facilities,1389
reasonable alternatives,1390
preferred alternative,1391
service area,1392
esa section,1393
section 7 consultation,1394
7 consultation,1395
june 1993,1396
spring creek,1397
creek drainage,1398
environmental protection,1399
environmental protection agency,1400
protection agency,1401
remedial action,1402
hazardous substances,1403
operable unit,1404
hazardous materials,1405
remedial actions,1406
disposal sites,1407
san francisco,1408
san francisco bay,1409
francisco bay,1410
francisco bay area,1411
bay area,1412
bay inbay,1413
june 1992,1414
water quality,1415
february 1,1416
sufficient information,1417
disposal site,1418
disposal activities,1419
local agencies,1420
management strategy,1421
management programs,1422
august 1994,1423
adversely affect,1424
long range,1425
phase ii,1426
pacific ocean,1427
march 1,1428
1 1991,1429
section 10,1430
scientific research permit,1431
research permit,1432
water export,1433
export facilities,1434
restoration plan,1435
january 1993,1436
april 1992,1437
september 1993,1438
san sacramentosan,1439
striped bass,1440
federal facilities,1441
cross channel,1442
large scale,1443
large scale largescale,1444
scale largescale,1445
program authorized,1446
electric company,1447
management program,1448
existing regulatory,1449
federal agencies,1450
acre feet acrefeet,1451
feet acrefeet,1452
control device,1453
december 1993,1454
control plan,1455
unscreened diversions,1456
large numbers,1457
potential impact,1458
estimated costs,1459
high priority,1460
july 1992,1461
august 1992,1462
january 9,1463
9 1992,1464
construction activities,1465
permit application,1466
year 3year period,1467
3year period,1468
maintenance activities,1469
august 1,1470
environmental review,1471
review process,1472
federal agency,1473
improvement act,1474
adversely impact,1475
1 1992,1476
water supply,1477
march 1992,1478
working group,1479
make recommendations,1480
future years,1481
real time,1482
real time realtime,1483
time realtime,1484
estimated number,1485
annual reports,1486
april 1993,1487
previous years,1488
potential impacts,1489
critical habitat,1490
federal actions,1491
federal nonfederal,1492
marine mammals,1493
40 cfr,1494
40 cfr parts,1495
hazardous waste,1496
hazardous waste management,1497
waste management,1498
waste management system,1499
wood surface,1500
wood surface protection,1501
surface protection,1502
hazardous waste listing,1503
waste listing,1504
listing determination,1505
chlorophenolic formulations,1506
surface protection processes,1507
protection processes,1508
public comments,1509
public comments received,1510
surface protection plants,1511
protection plants,1512
proposed amendment,1513
evaluating solid,1514
evaluating solid waste,1515
solid waste,1516
method 4010,1517
cfr part 261,1518
part 261,1519
part 261 appendix,1520
261 appendix,1521
appendix viii,1522
docket room,1523
street sw,1524
street sw washington,1525
washington dc 20460,1526
dc 20460,1527
general information,1528
technical information,1529
contact ms,1530
ii background,1531
iv summary,1532
risk assessment,1533
hazardous wastes,1534
operating requirements,1535
40 cfr part,1536
test methods,1537
pollution prevention,1538
waste minimization,1539
potential costs,1540
state authority,1541
regulatory flexibility analysis,1542
flexibility analysis,1543
waste disposal,1544
waste disposal act,1545
disposal act,1546
solid waste amendments,1547
waste amendments,1548
protection industry,1549
proposed consent,1550
consent decree,1551
chlorophenolic wastes,1552
conclusions reached,1553
hazardous constituents,1554
comprehensive environmental,1555
comprehensive environmental response,1556
environmental response,1557
environmental response compensation,1558
response compensation,1559
liability act,1560
contamination crosscontamination,1561
epa proposed,1562
testing requirements,1563
maintain records,1564
testing procedure,1565
concentration level,1566
wastes generated,1567
proposed notice,1568
sodium salt,1569
234tetrachlorophenol 6tetrachlorophenol,1570
health effects,1571
surface protection industry,1572
commenters supported,1573
risks posed,1574
commenters expressed,1575
toxicity characteristic,1576
ppm level,1577
ground water,1578
risk levels,1579
commenter expressed,1580
decontamination procedures,1581
cross contamination,1582
cross contamination crosscontamination,1583
substitute products,1584
guidance document,1585
commenter suggested,1586
treatment storage,1587
disposal facilities,1588
background document,1589
commenter questioned,1590
commenter stated,1591
sampling data,1592
soil ingestion,1593
1 fold,1594
1 fold 000fold,1595
fold 000fold,1596
epa agrees,1597
affected facilities,1598
risk estimates,1599
individual risk,1600
soil ingestion scenario,1601
ingestion scenario,1602
table 1,1603
recreational fisher,1604
population risk,1605
storage yard,1606
storage yard soil,1607
yard soil,1608
residential land,1609
cross contaminated,1610
approximately 1,1611
specifically address,1612
high end,1613
commenter maintained,1614
site specific,1615
site specific sitespecific,1616
specific sitespecific,1617
commenter asserted,1618
detailed description,1619
epa believes,1620
guidance documents,1621
toxic substances,1622
13 july,1623
july 1990,1624
exposure areas,1625
young children,1626
limited number,1627
risk management,1628
input parameters,1629
ground water groundwater,1630
water groundwater,1631
commenter believed,1632
epa recognizes,1633
drinking water,1634
studies showing,1635
information submitted,1636
time weighted,1637
time weighted timeweighted,1638
weighted timeweighted,1639
maximum concentration,1640
surface water,1641
resource damage,1642
monte carlo,1643
commenters questioned,1644
epidemiological studies,1645
occupationally exposed,1646
exposed individuals,1647
cancer mortality,1648
exposure level,1649
permissible exposure,1650
term shortterm exposures,1651
shortterm exposures,1652
reproductive effects,1653
immune system,1654
toxic effects,1655
commenters stated,1656
1 1990,1657
low concentration,1658
voluntary cancellation,1659
3 1992,1660
products produced,1661
wood products,1662
potential exposure,1663
rule epa,1664
6 years,1665
potential environmental,1666
clean cleanup,1667
data collected,1668
site offsite,1669
documentation supporting,1670
contact person,1671
general ventilation,1672
waste generated,1673
fr 51735,1674
regulatory action,1675
omb review,1676
order defines,1677
annual effect,1678
economy productivity,1679
economy productivity competition,1680
productivity competition,1681
productivity competition jobs,1682
competition jobs,1683
environment public,1684
environment public health,1685
state local,1686
materially alter,1687
entitlements grants,1688
entitlements grants user,1689
grants user,1690
grants user fees,1691
user fees,1692
loan programs,1693
recipients thereof,1694
policy issues,1695
policy issues arising,1696
issues arising,1697
legal mandates,1698
detailed analysis,1699
work performed,1700
authorized states,1701
waste program,1702
federal program,1703
federal requirements,1704
authorized state,1705
state law,1706
state regulations,1707
state program,1708
existing regulations,1709
environmental protection administrative,1710
protection administrative,1711
protection administrative practice,1712
