term,term_id
acquire,288
approved,289
byproducts,290
manufacturer,291
exempt,292
submit,293
application,294
committee,295
14,296
list,297
applications,298
compliance,299
investigation,300
approval,301
required,302
copies,303
15,304
diversion,305
disposed,306
finally,307
crop,308
year,309
occurring,310
submission,311
longer,312
added,313
1990,314
believed,315
additional,316
enter,317
fresh,318
fruit,319
market,320
comparisons,321
total,322
amount,323
manufactured,324
give,325
method,326
verify,327
found,328
collected,329
reports,330
submitted,331
creates,332
revising,333
made,334
minor,335
modifications,336
clarity,337
concerns,338
907.71,339
908.71,340
furnish,341
cartons,342
handled,343
segregated,344
size,345
24,346
hours,347
shipment,348
destined,349
points,350
u.s,351
alaska,352
canada,353
require,354
shipped,355
hour,356
prior,357
include,358
truck,359
identical,360
certificate,361
assignment,362
duplication,363
created,364
modifying,365
manifests,366
documentation,367
substantiate,368
contained,369
referenced,370
previously,371
management,372
budget,373
omb,374
44,375
chapter,376
assigned,377
numbers,378
0581,379
0116,380
0121,381
reduces,382
25,383
completing,384
taking,385
0.33,386
complete,387
210,388
ship,389
primarily,390
0.40,391
80,392
point,393
season,394
continue,395
0.20,396
based,397
considerations,398
determined,399
significant,400
substantial,401
number,402
consideration,403
relevant,404
material,405
presented,406
recommendations,407
finalizing,408
tend,409
effectuate,410
declared,411
policy,412
subjects,413
agreements,414
recordkeeping,415
reasons,416
preamble,417
1,418
citation,419
continues,420
read,421
part,422
907_navel,423
amending,424
adopted,425
908_valencia,426
dated,427
01-27-1993,428
robert,429
keeney,430
deputy,431
director,432
vegetable,433
division,434
doc,435
94,436
55,437
8:45,438
billing,439
code,440
3410,441
02,442
securities,443
exchange,444
commission,445
17,446
239,447
release,448
33,449
7040,450
international,451
series,452
625,453
s7,454
16,455
93,456
rin,457
3235,458
af83,459
amendments,460
multijurisdictional,461
disclosure,462
system,463
canadian,464
issuers,465
9,466
mjds,467
recognize,468
investment,469
grade,470
ratings,471
rating,472
organizations,473
recognized,474
regulators,475
purposes,476
filings,477
forms,478
40,479
light,480
commission's,481
experience,482
facilitate,483
transnational,484
capital,485
formation,486
adoption,487
parallel,488
paul,489
dudek,490
272,491
3246,492
corporate,493
finance,494
corporation,495
20549,496
november,497
stated,498
relating,499
recognition,500
time,501
7025,502
62028,503
239.39,504
01-31-1993,505
result,506
publishing,507
make,508
ii,509
certification,510
605(b,511
5,512
605,513
proposing,514
chairman,515
certified,516
therefor,517
attached,518
appendix,519
iii,520
cost,521
benefit,522
costbenefit,523
analysis,524
specific,525
data,526
response,527
costs,528
benefits,529
today,530
commenters,531
save,532
expense,533
obtaining,534
iv,535
publication,536
procedure,537
effectiveness,538
30,539
substantive,540
grants,541
recognizes,542
relieves,543
restriction,544
553(d)(1,545
statutory,546
bases,547
proposed,548
6,549
10,550
19(a,551
1933,552
3(b,553
4a,554
12,555
23,556
1934,557
text,558
foregoing,559
title,560
239_forms,561
77f,562
77g,563
77h,564
77j,565
77s,566
77sss,567
78c,568
78,569
78m,570
78n,571
78w(a,572
ll,573
79e,574
79f,575
79g,576
79j,577
79,578
79m,579
79n,580
79q,581
79t,582
80a8,583
80a29,584
80a30,585
80a37,586
noted,587
instruction,588
paragraph,589
a)(2,590
registration,591
debt,592
preferred,593
sale,594
nationally,595
statistical,596
organization,597
term,598
relation,599
15c3,600
1(c)(2)(vi)(f,601
240.15c3,602
national,603
statement,604
45,605
administrators,606
rated,607
security,608
generic,609
categories,610
signifies,611
typically,612
highest,613
subcategories,614
gradations,615
indicating,616
relative,617
standing,618
signify,619
general,620
note,621
instructions,622
eligibility,623
margaret,624
mcfarland,625
8010,626
01,627
energy,628
18,629
161,630
250,631
docket,632
rm87,633
012,634
cp87,635
238,636
003,637
497,638
inquiry,639
alleged,640
anticompetitive,641
practices,642
related,643
affiliates,644
interstate,645
pipelines,646
ozark,647
gas,648
transmission,649
rehearing,650
extending,651
sunset,652
01-23-1993,653
requests,654
remand,655
decision,656
appeals,657
d.c,658
circuit,659
upheld,660
relationship,661
natural,662
brokering,663
things,664
narrowed,665
scope,666
contemporaneous,667
requirement,668
respect,669
sales,670
extended,671
rule's,672
deletes,673
remaining,674
extends,675
david,676
faerberg,677
counsel,678
825,679
north,680
capitol,681
ne,682
20426,683
208,684
1275,685
full,686
document,687
interested,688
inspect,689
copy,690
contents,691
normal,692
3104,693
941,694
issuance,695
posting,696
cips,697
electronic,698
bulletin,699
board,700
access,701
texts,702
formal,703
documents,704
charge,705
user,706
accessed,707
personal,708
computer,709
modem,710
dialing,711
1397,712
communications,713
software,714
300,715
1200,716
2400,717
bps,718
duplex,719
parity,720
bits,721
stop,722
bit,723
9600,724
1781,725
diskette,726
wordperfect,727
format,728
purchased,729
contractor,730
la,731
dorn,732
systems,733
located,734
introduction,735
december,736
1992,737
opinion,738
columbia,739
tenneco,740
adequately,741
justify,742
extension,743
161.3(f,744
consolidated,745
case,746
evidence,747
record,748
erred,749
finding,750
applicable,751
joint,752
venture,753
remanded,754
proceeding,755
court's,756
revised,757
narrow,758
497's,759
01-31-1992,760
31,761
90,762
individual,763
pipeline,764
636,765
affiliated,766
transportation,767
log,768
ferc,769
592,770
maintain,771
ebb,772
57,773
58978,774
01-14-1992,775
stats,776
regs,777
¶,778
30958,779
969,780
f.2d,781
1187,782
cir,783
53,784
22139,785
01-14-1988,786
preambles,787
1986,788
30820,789
1988,790
54,791
52781,792
01-22-1989,793
30868,794
1989,795
53291,796
01-28-1990,797
30908,798
30934,799
1991,800
reh'g,801
denied,802
5815,803
61139,804
aff'd,805
49,806
61247,807
obligations,808
revisions,809
implementing,810
selfimplementing,811
partial,812
wellhead,813
decontrol,814
13267,815
01-16-1992,816
30939,817
april,818
36128,819
01-12-1992,820
30950,821
august,822
57911,823
61,824
61272,825
62,826
61007,827
affirms,828
eliminate,829
filing,830
rejects,831
hadson,832
inc.'s,833
argument,834
161.3(j,835
284.286(e,836
prohibit,837
public,838
participation,839
requires,840
future,841
standards,842
conduct,843
waiver,844
notices,845
suitable,846
clarifies,847
type,848
employee,849
operating,850
01-30-1994,851
concurrently,852
notice,853
rulemaking,854
nopr,855
rm94,856
000,857
proposes,858
revise,859
expected,860
remain,861
unchanged,862
estimated,863
average,864
9.94,865
reviewing,866
searching,867
existing,868
sources,869
gathering,870
maintaining,871
needed,872
7882,873
793,874
responses,875
respondents,876
significantly,877
evaluate,878
prepare,879
affiliate,880
transactions,881
send,882
estimates,883
aspect,884
suggestions,885
reductions,886
attention,887
michael,888
miller,889
services,890
1415,891
fax,892
2425,893
affairs,894
20503,895
desk,896
officer,897
395,898
6880,899
hard,900
and/or,901
formats,902
obtained,903
contacting,904
3308,905
background,906
01-21-1992,907
upholding,908
o]n,909
reconsider,910
justification,911
applying,912
tailored,913
meet,914
goals,915
improving,916
benefitting,917
consumers,918
preventing,919
undue,920
discrimination,921
matter,922
a]pplying,923
released,924
releasedgas,925
fundamentally,926
unfair,927
avoid,928
litigation,929
issue,930
announcing,931
retroactively,932
apply,933
partnership,934
composed,935
subsidiaries,936
percent,937
ownership,938
voting,939
interest,940
failed,941
ability,942
owner,943
control,944
1201,945
id,946
1202,947
structural,948
industry,949
occur,950
standard,951
contemporaneously,952
disclose,953
disclosed,954
pipeline's,955
involving,956
reads,957
extent,958
potential,959
shippers,960
nonaffiliated,961
advice,962
f)'s,963
begin,964
applicability,965
fact,966
unanimous,967
partners,968
parent,969
companies,970
shipping,971
ozark's,972
line,973
exercise,974
161.2,975
company,976
tennessee,977
direct,978
partner,979
veto,980
power,981
simply,982
withholding,983
vote,984
exercised,985
manner,986
prefer,987
refusing,988
engage,989
independent,990
marketer,991
competition,992
negative,993
i.e,994
transaction,995
affirmative,996
approving,997
important,998
role,999
play,1000
structure,1001
engendered,1002
remove,1003
636's,1004
minimum,1005
communicating,1006
capacity,1007
current,1008
offers,1009
marketingrelated,1010
casespecific,1011
practice,1012
means,1013
mandated,1014
consisting,1015
conoco,1016
anadarko,1017
petroleum,1018
corp,1019
chevron,1020
u.s.a,1021
texaco,1022
fuel,1023
supply,1024
association,1025
america,1026
ingaa,1027
anr,1028
colorado,1029
cig,1030
williams,1031
midcon,1032
enron,1033
cng,1034
northwest,1035
discussed,1036
discussion,1037
assert,1038
inconsistent,1039
contend,1040
limited,1041
exclusion,1042
offsystem,1043
explanation,1044
interpreted,1045
responsive,1046
argue,1047
assumption,1048
obtain,1049
combined,1050
directive,1051
barring,1052
wholly,1053
unrelated,1054
evidences,1055
suggested,1056
examined,1057
articulated,1058
satisfactory,1059
rational,1060
facts,1061
choice,1062
arbitrary,1063
capricious,1064
unsupported,1065
unequivocally,1066
competitive,1067
motion,1068
restructuring,1069
basis,1070
marketers,1071
odds,1072
possess,1073
flows,1074
documented,1075
eliminated,1076
completed,1077
transition,1078
competitiveness,1079
unbundling,1080
vestiges,1081
sees,1082
wide,1083
industrywide,1084
start,1085
heating,1086
inexplicable,1087
promulgate,1088
repromulgate,1089
regard,1090
intent,1091
prevent,1092
preferential,1093
treatment,1094
monopoly,1095
function,1096
arguably,1097
puts,1098
position,1099
favor,1100
imposes,1101
unnecessary,1102
unreasonable,1103
burdens,1104
chair,1105
moler,1106
dissent,1107
preclude,1108
disclosing,1109
giving,1110
advantages,1111
preferences,1112
effectively,1113
address,1114
imposition,1115
serves,1116
competitors,1117
cites,1118
support,1119
critical,1120
conclusion,1121
derives,1122
ongoing,1123
customers,1124
past,1125
error,1126
exacerbated,1127
lack,1128
authorized,1129
discriminatory,1130
appears,1131
preferring,1132
exclusive,1133
sort,1134
preference,1135
resolve,1136
questions,1137
existence,1138
sense,1139
informational,1140
efficiencies,1141
vertical,1142
integration,1143
exceeds,1144
lawful,1145
empowered,1146
apparently,1147
applies,1148
sharing,1149
jurisdictional,1150
performed,1151
plainly,1152
extend,1153
nonjurisdictional,1154
assuming,1155
generates,1156
publicly,1157
mere,1158
translate,1159
advantage,1160
informs,1161
automatically,1162
deal,1163
affording,1164
precluded,1165
161.3(c,1166
matters,1167
284,1168
scheduling,1169
balancing,1170
storage,1171
curtailment,1172
priority,1173
limit,1174
flow,1175
hinders,1176
legitimate,1177
retain,1178
prohibits,1179
retaining,1180
downstream,1181
nonotice,1182
allocated,1183
hands,1184
availability,1185
depend,1186
large,1187
degree,1188
firm,1189
shipper,1190
program,1191
interruptible,1192
solely,1193
price,1194
paid,1195
objective,1196
criteria,1197
releasing,1198
tariff,1199
knew,1200
demand,1201
location,1202
proceeded,1203
pass,1204
dispelled,1205
grant,1206
purported,1207
reason,1208
newly,1209
constitutes,1210
prohibition,1211
interactions,1212
places,1213
unjustified,1214
disadvantage,1215
clarify,1216
onsystem,1217
conveyed,1218
personnel,1219
unbundled,1220
merchant,1221
believes,1222
clarification,1223
reasonable,1224
post,1225
postorder,1226
environment,1227
functional,1228
equivalent,1229
operate,1230
exact,1231
restraints,1232
abide,1233
requirement_at,1234
affects,1235
monopolistic,1236
power_reflects,1237
effort,1238
promote,1239
harming,1240
11,1241
unable,1242
conclude,1243
justified,1244
confident,1245
possessed,1246
transfer,1247
issues,1248
raised,1249
findings,1250
protection,1251
standard(e,1252
delete,1253
impose,1254
nontransportation,1255
chilling,1256
certainty,1257
improve,1258
limiting,1259
reach,1260
relieved,1261
refrain,1262
prohibited,1263
covered,1264
choose,1265
requiring,1266
bar,1267
examining,1268
cases,1269
1199,1270
161.3(e,1271
receives,1272
questioned,1273
generated,1274
assertion,1275
noting,1276
depended,1277
current_not,1278
past_information,1279
counter,1280
intuitive,1281
counterintuitive,1282
improper,1283
anti,1284
affect,1285
historically,1286
maintained,1287
extensive,1288
markets,1289
primary_if,1290
exclusive_buyer,1291
seller,1292
production,1293
consumption,1294
served,1295
dominant,1296
sellers,1297
decade,1298
ago,1299
deliver,1300
owned,1301
shipperowned,1302
636mandated,1303
process,1304
100,1305
deliveries,1306
weaken,1307
knowledge,1308
base,1309
increasingly,1310
contract,1311
pricing,1312
relies,1313
nationwide,1314
financial,1315
determinations,1316
nymex,1317
futures,1318
spot,1319
prices,1320
establishes,1321
short,1322
shortterm,1323
duration,1324
bidding,1325
waived,1326
substantially,1327
types,1328
traditionally,1329
entering,1330
redelivered,1331
reserves,1332
circumstances,1333
terms,1334
identity,1335
ultimate,1336
consumer,1337
theory,1338
underlying,1339
decisions,1340
rightoffirst-refusal,1341
programs,1342
collects,1343
generally,1344
relate,1345
interference,1346
inhibiting,1347
segment,1348
vigorously,1349
competing,1350
create,1351
unlevel,1352
playing,1353
tilted,1354
units,1355
distribution,1356
ldcs,1357
balanced,1358
approach,1359
nonpipeline,1360
merchants,1361
obtains,1362
domain,1363
bundled,1364
activities,1365
trigger,1366
reasoning,1367
outdated,1368
mentioned,1369
transportationgenerated,1370
shared,1371
instance,1372
19,1373
abusing,1374
derived,1375
violates,1376
triggers,1377
comply,1378
compatible,1379
information_pipelines,1380
generate,1381
communicate,1382
violating,1383
engineering,1384
develop,1385
triggered,1386
violated,1387
protections,1388
adequate,1389
safeguard,1390
abuse,1391
compel,1392
operations,1393
level,1394
increase,1395
ebbs,1396
shippers_marketing,1397
transporters,1398
alike,1399
unbundle,1400
establish,1401
separate,1402
staffs,1403
unit,1404
treat,1405
seq,1406
establishing,1407
likelihood,1408
developed,1409
similar,1410
n]o,1411
record_and,1412
none_for,1413
ferc's,1414
strikes,1415
information_a,1416
surmise,1417
supported,1418
customer,1419
calls,1420
reviews,1421
agencies,1422
trade,1423
publications,1424
21,1425
represents,1426
primary,1427
marketplace,1428
long,1429
longterm,1430
contracts,1431
industry's,1432
operational,1433
functions,1434
aggregated,1435
monthly,1436
today's,1437
focus,1438
adjustable,1439
hourly,1440
drive,1441
style,1442
oldstyle,1443
sufficient,1444
demands,1445
receipt,1446
pooling,1447
sell,1448
flexible,1449
delivery,1450
equal,1451
designation,1452
conditions,1453
negotiations,1454
proceedings_not,1455
sole,1456
discretion,1457
decide,1458
ultimately,1459
tariffs,1460
equitably,1461
purchase,1462
encouraged,1463
minimize,1464
assigning_on,1465
voluntary,1466
nondiscriminatory,1467
basis_gas,1468
allowed,1469
recovery,1470
designed,1471
fairly,1472
distribute,1473
historic,1474
legacy,1475
uncompetitive,1476
arrangements,1477
coupled,1478
removal,1479
burdensome,1480
structures,1481
left,1482
compete,1483
saddled,1484
fourth,1485
independently,1486
maximum,1487
practicable,1488
identification,1489
negotiation,1490
times,1491
e.g,1492
length,1493
rate,1494
quantity,1495
bid,1496
evaluation,1497
identify,1498
directly,1499
implementation,1500
instant,1501
resell,1502
replacement,1503
recall,1504
temperatures,1505
drop,1506
pre,1507
preset,1508
releases,1509
permanent,1510
temporary,1511
work,1512
world,1513
northwest's,1514
tenneco's,1515
moot,1516
notes,1517
elimination,1518
permitting,1519
cease,1520
essential,1521
complies,1522
fully,1523
permitted,1524
negotiated,1525
motivated,1526
loss,1527
low,1528
correlative,1529
discount,1530
161.3(i,1531
discounting,1532
forced,1533
discounted,1534
rates,1535
sells,1536
suffer,1537
pay,1538
detriment,1539
receive,1540
movement,1541
monitor,1542
detect,1543
favoritism,1544
difficulty,1545
operation,1546
find,1547
prove,1548
reliable,1549
accurate,1550
source,1551
supplied,1552
practical,1553
recently,1554
requested,1555
configuration,1556
rm93,1557
asked,1558
fulfill,1559
demonstrates,1560
unproven,1561
waiting,1562
answer,1563
question,1564
erroneously,1565
assumed,1566
disparity,1567
acted,1568
eliminating,1569
protect,1570
reinstate,1571
asserts,1572
deregulated,1573
key,1574
contends,1575
arrangement,1576
oppose,1577
nonetheless,1578
opportunities,1579
transporter,1580
pipelinetransporter,1581
increases,1582
diminishes,1583
scrutiny,1584
argues,1585
deregulating,1586
pipelinemerchant,1587
invoked,1588
grounds,1589
decrease,1590
monitoring,1591
watchdog,1592
materially,1593
1001,1594
postings,1595
obviate,1596
item,1597
queue,1598
submits,1599
allocate,1600
requesting,1601
firstcome,1602
firstserved,1603
involve,1604
calculation,1605
offered,1606
precise,1607
determining,1608
offer,1609
gained,1610
avenue,1611
desiring,1612
reducing,1613
utility,1614
takeorpay,1615
credits,1616
transporting,1617
affiliate's,1618
percentage,1619
transported,1620
credit,1621
crediting,1622
terminated,1623
01-31-1990,1624
32,1625
producing,1626
fields,1627
originates,1628
useless,1629
secondary,1630
acquiring,1631
other's,1632
precisely,1633
outcome,1634
bring,1635
mandating,1636
advent,1637
renders,1638
vastly,1639
diminished,1640
schedule,1641
consistent,1642
goal,1643
needlessly,1644
expedited,1645
setting,1646
swift,1647
enable,1648
accurately,1649
reflect,1650
denies,1651
hadson's,1652
arguments,1653
lose,1654
sight,1655
electronically,1656
allowing,1657
staff,1658
initiate,1659
exists,1660
unfounded,1661
250.16(g)(2,1662
24hour,1663
b)(2,1664
begun,1665
update,1666
occurred,1667
satisfied,1668
mandates,1669
receiving,1670
inaccurate,1671
downloading,1672
users,1673
back,1674
backup,1675
years,1676
purging,1677
files,1678
display,1679
recent,1680
entries,1681
ahead,1682
posted,1683
earlier,1684
online,1685
search,1686
menu,1687
permits,1688
separately,1689
records,1690
22,1691
features,1692
592s,1693
collecting,1694
outweighs,1695
284.8(b)(4,1696
284.9(b)(4,1697
relying,1698
valid,1699
knowingly,1700
willfully,1701
falsifies,1702
conceals,1703
covers,1704
trick,1705
scheme,1706
device,1707
makes,1708
false,1709
fictitious,1710
fraudulent,1711
statements,1712
representations,1713
writing,1714
knowing,1715
fined,1716
10000,1717
imprisoned,1718
implies,1719
incorrect,1720
statute,1721
broad,1722
cover,1723
deems,1724
ignores,1725
equally,1726
deficient,1727
rationale,1728
concluding,1729
reference,1730
individually,1731
controls,1732
making,1733
problems,1734
inherent,1735
concluded,1736
vetoing,1737
withhold,1738
exist,1739
open,1740
concerned,1741
284.8(b,1742
284.9(b,1743
transport,1744
legal,1745
parameters,1746
commissionapproved,1747
schedules,1748
whim,1749
met,1750
granted,1751
meeting,1752
held,1753
01-26-1991,1754
representatives,1755
voted,1756
approve,1757
resolution,1758
authorizing,1759
president,1760
designee,1761
execute,1762
ceded,1763
operator,1764
bound,1765
obvious,1766
free,1767
relinquished,1768
shows,1769
absence,1770
delegation,1771
fiduciary,1772
responsibilities,1773
contrary,1774
t]here,1775
discriminated,1776
offering,1777
party,1778
citing,1779
43,1780
61443,1781
62108,1782
hopes,1783
reciprocal,1784
assumes,1785
assume,1786
violate,1787
texas,1788
showing,1789
wrong,1790
assumptions,1791
logical,1792
numerous,1793
conducted,1794
complaint,1795
engaged,1796
enforcement,1797
commence,1798
ordered,1799
blanket,1800
revoked,1801
controlled,1802
common,1803
suggests,1804
relied,1805
modified,1806
definition,1807
01-16-1990,1808
sought,1809
granting,1810
merits,1811
passed,1812
utilizing,1813
considers,1814
seeks,1815
clear,1816
rests,1817
conjunction,1818
irrebuttable,1819
presumption,1820
holding,1821
balance,1822
rebuttable,1823
effects,1824
indisputable,1825
holder,1826
requisite,1827
plurality,1828
unanimity,1829
constitute,1830
lacks,1831
reasoned,1832
decisionmaking,1833
disagree,1834
controlling,1835
possession,1836
indirectly,1837
direction,1838
specifically,1839
addressed,1840
overlapping,1841
interests,1842
incentive,1843
26,1844
applied,1845
high,1846
island,1847
offshore,1848
t,1849
trailblazer,1850
sea,1851
robin,1852
northern,1853
border,1854
great,1855
lakes,1856
27,1857
collateral,1858
attack,1859
31593,1860
61340,1861
march,1862
1987,1863
convenience,1864
necessity,1865
jointly,1866
28,1867
managed,1868
consist,1869
operated,1870
opgc,1871
selects,1872
acts,1873
ceo,1874
july,1875
emphasized,1876
specifies,1877
committed,1878
claims,1879
affirmatively,1880
negatively,1881
owners,1882
subsidiary,1883
usx,1884
txo,1885
marathon,1886
oil,1887
delhi,1888
subsumed,1889
ships,1890
pipe,1891
whollyowned,1892
turn,1893
tennessee's,1894
tenngasco,1895
gulf,1896
development,1897
caney,1898
river,1899
oneok,1900
revoke,1901
operates,1902
opgc's,1903
manages,1904
informal,1905
nonpublic,1906
intends,1907
build,1908
convey,1909
likewise,1910
vetoed,1911
history,1912
serve,1913
successfully,1914
rebut,1915
linked,1916
produce,1917
nga,1918
discriminate,1919
29,1920
prohibitions,1921
guidelines,1922
deter,1923
person,1924
52,1925
21578,1926
june,1927
32445,1928
33563,1929
illegal,1930
treats,1931
nontariff,1932
mg,1933
prefix,1934
determine,1935
complying,1936
achieve,1937
withheld,1938
concealed,1939
view,1940
members,1941
ruled,1942
adversarial,1943
nonadversarial,1944
rely,1945
offtherecord,1946
protest,1947
intervene,1948
attempt,1949
redocketed,1950
treated,1951
erstwhile,1952
protestant,1953
bears,1954
conducting,1955
discovery,1956
responsible,1957
al,1958
61260,1959
61833,1960
nom,1961
algonquin,1962
61143,1963
taint,1964
284.286,1965
incorporate,1966
deregulation,1967
subpart,1968
certificates,1969
dichotomy,1970
mt,1971
successor,1972
difference,1973
apparent,1974
incorporating,1975
incorporated,1976
deleted,1977
30442,1978
232,1979
deletion,1980
phrase,1981
accidental,1982
reflects,1983
member,1984
learn,1985
defines,1986
interprets,1987
thereon,1988
compiled,1989
faced,1990
determination,1991
leave,1992
definitional,1993
difficulties,1994
resolved,1995
dockets,1996
seek,1997
judicial,1998
diligently,1999
plans,2000
stealth,2001
misinterprets,2002
noticed,2003
34,2004
participate,2005
proposals,2006
ample,2007
intervened,2008
91,2009
context,2010
30623,2011
florida,2012
rs92,2013
participated,2014
labeled,2015
36,2016
invited,2017
complaints,2018
37,2019
39,2020
igm,2021
previous,2022
protests,2023
igm's,2024
allegations,2025
41,2026
preorder,2027
61261,2028
61836,2029
385.713,2030
carnegie,2031
panhandle,2032
eastern,2033
southwest,2034
trunkline,2035
vesta,2036
61455,2037
60,2038
incorrectly,2039
conversations,2040
memorialized,2041
memoranda,2042
42,2043
raise,2044
assertions,2045
real,2046
concern,2047
contrast,2048
iv.b,2049
agree,2050
prospectively,2051
noticing,2052
interpretation,2053
assist,2054
separation,2055
250.16(b,2056
161.3(g,2057
t]o,2058
employees,2059
a]n,2060
1)[n]ew,2061
facilities,2062
organizational,2063
ensures,2064
dissemination,2065
functioning,2066
mandate,2067
g's,2068
share,2069
minimized,2070
evade,2071
arrange,2072
undermined,2073
divestment,2074
divorcement,2075
abuses,2076
aimed,2077
harmful,2078
chills,2079
daytoday,2080
officers,2081
directors,2082
managers,2083
nonmanagement,2084
properly,2085
person's,2086
status,2087
situations,2088
occupation,2089
actual,2090
31598,2091
guidance,2092
duties,2093
planning,2094
directing,2095
organizing,2096
carrying,2097
gasrelated,2098
examples,2099
supervisors,2100
technical,2101
purchasing,2102
dispatching,2103
highly,2104
highlyplaced,2105
operatives,2106
corporations,2107
transportationrelated,2108
nonoperating,2109
supportive,2110
nature,2111
clerical,2112
secretarial,2113
building,2114
maintenance,2115
payroll,2116
accounting,2117
revises,2118
gaps,2119
lapse,2120
1902,2121
0157,2122
1320.14,2123
enables,2124
carry,2125
legislative,2126
ngpa,2127
viable,2128
review/monitor,2129
pipeline/affiliate/nonaffiliate,2130
notifying,2131
180day,2132
vi,2133
553(d,2134
apa,2135
46,2136
good,2137
shorten,2138
expire,2139
apa's,2140
fulfilled,2141
causing,2142
gap,2143
lois,2144
cashell,2145
amends,2146
161_standards,2147
717,2148
717w,2149
3301,2150
3432,2151
7101,2152
7352,2153
161.3,2154
250_forms,2155
250.16,2156
paragraphs,2157
a)(3,2158
c)(1,2159
c)(2,2160
d)(1,2161
plan,2162
involved,2163
01-12-1988,2164
284.8(b)(4)(ii,2165
b)(1,2166
commenced,2167
pending,2168
months,2169
initially,2170
01-19-1988,2171
d)(2,2172
d)(4,2173
6717,2174
commerce,2175
patent,2176
trademark,2177
930508,2178
3327,2179
0651,2180
aa61,2181
revision,2182
fees,2183
pto,2184
fee,2185
245,2186
authorization,2187
kopson,2188
703,2189
305,2190
8510,2191
mail,2192
marked,2193
commissioner,2194
patents,2195
trademarks,2196
20231,2197
adjusts,2198
103,2199
179,2200
funding,2201
lanham,2202
1946,2203
1113,2204
authorizes,2205
mark,2206
materials,2207
furnished,2208
marks,2209
established,2210
class,2211
adjustment,2212
recover,2213
518692000,2214
fiscal,2215
4830000,2216
attributable,2217
enacted,2218
504021000,2219
14671000,2220
deposited,2221
surcharge,2222
fund,2223
omnibus,2224
reconciliation,2225
102,2226
204,2227
income,2228
103000000,2229
deficit,2230
reduction,2231
lieu,2232
seeking,2233
taxpayer,2234
funds,2235
treasury,2236
special,2237
account,2238
reserved,2239
exclusively,2240
appropriation,2241
congress,2242
appropriated,2243
88329000,2244
grace,2245
beginning,2246
ending,2247
01-31-1994,2248
notified,2249
deficiency,2250
supplement,2251
insufficient,2252
applicant,2253
original,2254
papers,2255
returned,2256
payment,2257
2.6,2258
subparagraph,2259
a)(1,2260
adjust,2261
conformity,2262
12612,2263
paperwork,2264
1980,2265
3501,2266
federalism,2267
